Name,edr3id,TIC,DESIID,RA(deg),DEC(deg),CLASS,Pwd,G,bp_rp,MG,AV,Teff,Teff_err,Log_g,e_logg,Chi2,RV,sample
WDJ204142.09+050740.41,1735504749972068352,1935398735,39627916664900164,310.42537795973556,5.127891347122894,DA,1.0,19.806,-0.043,12.392,0.16,10972.0,325.0,8.375,0.205,0.344,221.81,DA massive
WDJ010412.40+055119.28,2576372794346492416,610979637,39627923774247044,16.051865707152153,5.855305907872641,DA,1.0,19.517,-0.076,12.269,0.11,10974.0,164.0,8.223,0.062,0.061,129.33,DA massive
WDJ160540.53+711113.33,1648010326212354304,1201304042,39633500105606916,241.41874639263304,71.187007408059,DA,1.0,19.892,0.018,12.66,0.07,10974.0,202.0,8.14,0.109,0.197,37.4,DA massive
WDJ123036.89+013138.35,3697301018846627328,953291942,39627824113388335,187.65349502338452,1.5271384880830956,DA,0.99,20.08,-0.03,11.757,0.08,10976.0,333.0,8.636,0.187,0.596,300.05,DA massive
WDJ001101.44+004415.60,2546333415121772544,610859577,39627802894401828,2.756239458019571,0.7375873126661944,DA,0.92,19.853,0.02,10.549,0.14,10977.0,362.0,8.779,0.256,0.529,162.1,DA massive
WDJ173337.77+521357.99,1416484754002688512,1400687053,39633283167814978,263.4073345635246,52.2326780831834,DA,1.0,19.873,-0.176,11.84,0.12,10977.0,316.0,8.184,0.205,0.405,172.64,DA massive
WDJ020409.13+025458.42,2517566411367833600,630385637,39627857726538912,31.038048900884107,2.916183723880062,DA,0.99,19.866,-0.073,11.138,0.14,10979.0,167.0,8.544,0.062,0.231,120.49,DA massive
WDJ173208.82+230202.84,4557059845518172160,347698104,39628330491710542,263.03697813111086,23.03408478530591,DA,1.0,16.758,0.075,11.946,0.05,10980.0,158.0,8.635,0.047,5.043,110.41,DA massive
WDJ172105.09+362748.73,1336924363199392768,1400071766,39633011410472282,260.27117999124624,36.463504257180624,DA,0.99,20.299,0.025,11.845,0.11,10980.0,190.0,8.62,0.088,0.14,128.15,DA massive
WDJ114743.00+061841.12,3897748482580124672,903272232,39627938487865710,176.92905517951823,6.311492053739089,DA,0.53,20.343,0.539,11.783,0.09,10981.0,275.0,8.923,0.156,0.087,111.09,DA massive
WDJ175500.47+585021.58,1422749766961728768,1400812686,39633372376469778,268.7520363394244,58.83931971920083,DA,1.0,18.573,-0.092,11.099,0.08,10984.0,191.0,8.6,0.094,2.452,91.41,DA massive
WDJ235915.15+281130.57,2854842844434947072,2054070737,39628446392911759,359.81326354040164,28.191817952783275,DA,0.99,19.646,-0.031,10.996,0.18,10990.0,210.0,8.541,0.115,0.541,97.68,DA massive
WDJ041919.33+000636.19,3254791706570859008,672774883,39627785815197674,64.8305570570563,0.1100131827699386,DA,1.0,19.226,-0.089,11.188,0.25,10990.0,170.0,8.671,0.067,0.695,177.82,DA massive
WDJ104139.21-052751.75,3776744650963083264,902736047,39627654663509255,160.4132931745022,-5.464451182461893,DA,1.0,19.337,0.006,12.659,0.04,10992.0,181.0,8.723,0.071,0.137,141.83,DA massive
WDJ133451.42+025454.47,3712031691519963648,1002764121,39627860620612672,203.71419204035664,2.915052747104175,DA,0.99,20.025,0.236,13.015,0.04,10993.0,249.0,8.802,0.162,0.393,119.27,DA massive
WDJ073810.58+441512.81,925408531364003584,741641650,39633152473304990,114.54398062796606,44.25347117823669,DA,1.0,19.769,0.211,13.554,0.04,10993.0,197.0,8.929,0.096,0.11,163.64,DA massive
WDJ222152.97+075707.50,2722570629244042752,2025412886,39627983119453943,335.4708262328411,7.952146049732789,DA,0.98,19.751,0.184,12.247,0.15,10994.0,302.0,8.694,0.172,0.295,100.76,DA massive
WDJ015359.09+225237.18,98584652088493056,620264158,39628326863635041,28.496302545128895,22.876904436239496,DA,0.99,18.55,0.017,12.635,0.09,10998.0,162.0,8.742,0.056,0.213,133.98,DA massive
WDJ135621.73+101528.97,3723865529010997248,1002905457,39628034730363718,209.09053330560556,10.257984054332402,DA,1.0,19.386,-0.045,12.001,0.08,10999.0,218.0,8.524,0.131,0.506,141.29,DA massive
WDJ124821.10+502133.69,1567529682833937408,950472320,39633252083826837,192.0877737679525,50.35928924865198,DA,1.0,19.839,-0.136,11.841,0.06,11000.0,344.0,7.757,0.24,0.227,-0.59,DA massive
WDJ072717.95+444206.35,973649810191260800,742493754,39633161088404429,111.824894471593,44.70189338167174,DA,0.99,18.88,0.175,12.071,0.08,11009.0,209.0,8.684,0.113,0.281,47.32,DA massive
WDJ124238.89+695306.07,1682930811214553088,950706947,39633489745676627,190.66182293207964,69.8850539401219,DA,1.0,19.34,-0.081,10.583,0.06,11009.0,190.0,8.607,0.089,0.496,177.62,DA massive
WDJ020907.86-051639.51,2491163632491346432,630206145,39627658539047135,32.28279117769507,-5.277579904900305,DA,1.0,19.914,-0.029,12.19,0.08,11011.0,221.0,8.453,0.122,0.124,141.69,DA massive
WDJ143045.43-030837.76,3649115402795685376,1002367769,39627709864741713,217.6893592357154,-3.143852483603836,DA,0.99,19.978,0.135,13.314,0.1,11017.0,370.0,7.794,0.377,0.274,6.74,DA massive
WDJ114031.17+350135.80,4032129625495851520,903806851,39632980779466802,175.12980871279828,35.02660353033349,DA,0.99,19.636,0.21,12.52,0.04,11017.0,323.0,8.681,0.204,0.476,62.16,DA massive
WDJ072230.11+370143.13,898087488479480064,741442559,39633019094433864,110.6254461407296,37.028616220093,DA,0.96,20.454,0.039,12.097,0.1,11019.0,260.0,8.53,0.127,0.078,87.51,DA massive
WDJ140445.00+371806.53,1483615329061306368,1000877916,39633025268451610,211.18761319760972,37.3017575180096,DA,0.98,19.699,0.196,11.99,0.06,11020.0,350.0,8.703,0.238,0.704,156.34,DA massive
WDJ065114.12+531149.62,993313338707667328,742969406,39633296216295057,102.808834682775,53.19710601903068,DA,1.0,19.173,0.05,12.229,0.07,11023.0,227.0,8.568,0.117,0.207,79.38,DA massive
WDJ155933.61+324741.07,1323271899114999040,1101624443,39632936458260534,239.88991901611988,32.79486889695848,DA,1.0,18.978,0.0,12.293,0.06,11025.0,201.0,8.278,0.123,0.364,95.89,DA massive
WDJ170856.04+743923.19,1656339912771383040,1271343010,39633525044940425,257.2337477814847,74.65642721184615,DA,1.0,19.891,-0.032,12.402,0.09,11029.0,195.0,8.189,0.101,0.073,84.86,DA massive
WDJ112100.49+042554.85,3813541834811283456,903080370,39627896251220509,170.2519546913353,4.431934903933861,DA,0.99,18.032,0.066,12.836,0.02,11032.0,164.0,8.88,0.055,0.393,173.94,DA massive
WDJ222015.37+264141.58,1880174538584186880,2002716992,39628413857698871,335.06408919822934,26.694894126696084,DA,0.99,19.872,-0.091,11.579,0.2,11032.0,238.0,8.568,0.119,0.274,101.75,DA massive
WDJ094913.91-031436.36,3826441614466688000,841932159,39627708686141028,147.30790635358346,-3.2434201638353883,DA,1.0,20.186,-0.183,12.05,0.12,11033.0,404.0,7.509,0.528,0.315,25.6,DA massive
WDJ041203.34-050402.11,3203314427584151552,671945479,39627665077962784,63.013931571891895,-5.067213917135232,DA,0.99,19.856,0.188,12.527,0.1,11034.0,179.0,8.647,0.073,0.049,164.59,DA massive
WDJ153429.39+024544.33,4427054720221876224,1103674245,39627855084129297,233.622351074738,2.762309006135554,DA,0.9,19.706,0.276,11.765,0.16,11035.0,288.0,8.668,0.186,0.479,65.08,DA massive
WDJ212600.31+005541.53,2691057011084388864,2024925910,39627814281937104,321.5012673141617,0.9281645595603898,DA,1.0,19.628,-0.037,11.953,0.12,11038.0,311.0,8.917,0.199,0.374,278.18,DA massive
WDJ125753.83+375435.76,1517621952397970688,950139766,39633039436811366,194.4742661064296,37.909923676192825,DA,0.99,19.752,0.114,12.377,0.06,11040.0,186.0,8.648,0.08,0.068,121.02,DA massive
WDJ112242.15-095848.71,3590653647992143872,902492503,2305843035964970407,170.67565136062495,-9.98020641873093,DA,0.99,18.957,0.213,12.237,0.03,11040.0,303.0,8.521,0.172,1.29,144.52,DA massive
WDJ094010.99+492102.41,825968115631528576,840896918,39633235898008866,145.0457018743243,49.35066789716041,DA,0.99,18.394,0.012,12.7,0.02,11042.0,187.0,8.701,0.075,0.511,139.99,DA massive
WDJ230428.04+060616.58,2663553586709080576,2052953163,39627935304387943,346.11678279953713,6.104590272164465,DA,1.0,18.937,0.101,12.442,0.05,11046.0,209.0,8.623,0.091,0.284,197.16,DA massive
WDJ082638.20+214607.46,664261050749472384,800951958,39628300405967030,126.65920338135372,21.768650794740825,DA,0.85,20.252,-0.106,9.678,0.09,11047.0,182.0,8.872,0.08,0.147,133.03,DA massive
WDJ005150.90+080106.02,2556847636796511232,610954592,39627977754937731,12.962068644717622,8.01832959392623,DA,0.94,19.315,0.189,11.46,0.27,11049.0,178.0,8.923,0.082,0.57,292.05,DA massive
WDJ085242.46+584059.14,1037498798309361664,802353526,39633371193673168,133.17666600762306,58.68295788560048,DA,1.0,19.399,0.068,12.316,0.05,11052.0,187.0,8.526,0.087,0.125,114.17,DA massive
WDJ144726.10-010124.64,3650517280121226240,1102746849,39627764290030526,221.85867309901644,-1.023513802326057,DA,0.97,19.795,0.261,12.6,0.11,11055.0,194.0,8.594,0.093,0.106,91.75,DA massive
WDJ142043.91-065712.30,3639901117397125120,1002200211,39627619523628783,215.18294708241848,-6.953355855642555,DA,0.98,19.459,0.131,11.86,0.13,11058.0,290.0,8.633,0.201,0.398,41.93,DA massive
WDJ154810.04+440806.65,1396593347409623552,1101918311,39633153949698839,237.0418745416899,44.135156860686294,DA,0.97,20.349,-0.055,10.667,0.08,11060.0,198.0,8.656,0.091,0.063,92.17,DA massive
WDJ132132.07+685406.98,1684836058707259392,1001509835,39633481285764728,200.38378641468813,68.90191401844933,DA,0.99,19.924,0.029,11.331,0.08,11060.0,402.0,8.828,0.285,0.356,231.73,DA massive
WDJ082807.46+051040.28,3092696892041087488,804072040,39627913594671001,127.03099277730982,5.177888549358719,DA,0.96,19.913,-0.068,10.071,0.08,11060.0,312.0,8.743,0.263,0.572,343.98,DA massive
WDJ165403.96+070740.23,4441471688484165632,1307764409,39627963779514616,253.5164760505908,7.1278567429149655,DA,1.0,19.96,-0.003,12.263,0.29,11060.0,385.0,8.298,0.551,0.269,-6.95,DA massive
WDJ175806.79+373123.93,4609833375695479808,1508558891,39633030859462444,269.52829901233173,37.52336582064578,DA,0.99,19.739,-0.003,11.375,0.12,11063.0,209.0,8.78,0.106,0.511,-124.19,DA massive
WDJ112937.39-040639.18,3786356517188412928,902791087,39627691011345557,172.40571800821542,-4.11089049075516,DA,1.0,19.797,-0.133,12.216,0.07,11063.0,315.0,7.79,0.221,0.443,170.56,DA massive
WDJ155051.47+214055.79,1216654730471542272,1100951293,39628302138215513,237.71443727668367,21.6821811441141,DA,0.94,19.474,0.266,11.838,0.14,11065.0,294.0,8.665,0.238,0.425,-33.15,DA massive
WDJ183859.55+604910.53,2156500059963116800,1551434344,39633396892173184,279.74817090022617,60.81963761401378,DA,0.99,18.614,0.025,11.515,0.07,11069.0,196.0,8.58,0.085,0.486,150.05,DA massive
WDJ170535.26+073940.16,4442840202504805376,1307857722,39636771910189458,256.39690926166844,7.6611220474823645,DA,0.98,19.045,0.22,12.093,0.26,11069.0,262.0,8.588,0.155,0.525,-26.18,DA massive
WDJ004809.41+183535.56,2782923269169569792,611328176,39628224723946985,12.03928409888186,18.593108125948618,DA,1.0,18.69,-0.088,10.995,0.17,11072.0,179.0,8.525,0.07,1.132,104.7,DA massive
WDJ140039.92+043319.11,3671728165090243584,1002689650,39627896918116188,210.166380746494,4.55525922382366,DA,0.98,20.446,0.077,12.647,0.08,11077.0,239.0,7.987,0.13,0.083,237.84,DA massive
WDJ013346.65+083731.33,2566744714619765248,630484853,39627995878526101,23.44440947605895,8.62539509802343,DA,1.0,19.024,-0.098,10.725,0.27,11077.0,160.0,8.661,0.05,0.459,55.77,DA massive
WDJ071558.45+625318.23,1099587841972454400,743331524,39633421290439656,108.99358545214578,62.888361081637896,DA,1.0,18.661,-0.102,11.216,0.15,11078.0,161.0,8.54,0.051,0.678,107.13,DA massive
WDJ000307.66+020831.39,2739048322815032320,611063953,39627839099634941,0.7818164598954471,2.1419792884344204,DA,1.0,19.808,-0.093,12.059,0.13,11082.0,207.0,8.848,0.101,0.128,97.62,DA massive
WDJ011016.94-030546.34,2531302575773698560,610738882,39627712544901396,17.57066626989543,-3.0962241922431883,DA,1.0,19.227,-0.001,12.294,0.04,11085.0,226.0,8.602,0.13,0.425,56.56,DA massive
WDJ103948.31+000400.54,3806871166485171712,841816771,39627787409035648,159.9511088697594,0.0668253660102209,DA,1.0,19.881,-0.036,12.619,0.08,11086.0,411.0,8.842,0.228,0.47,171.87,DA massive
WDJ015832.52-174455.05,5141451336533031936,632505020,39627362937078909,29.635611184776927,-17.748622598238352,DA,1.0,20.004,-0.008,12.74,0.06,11086.0,214.0,8.704,0.111,0.098,146.68,DA massive
WDJ234548.28+170419.53,2820064600156853248,2053505463,39628195661612963,356.45122324087873,17.072073306441723,DA,0.99,19.89,-0.005,11.603,0.27,11090.0,169.0,8.67,0.063,0.179,115.61,DA massive
WDJ174609.94+255048.86,4582164715338471424,1507749099,39628391132958991,266.54143938091937,25.846891254044948,DA,1.0,19.892,-0.102,11.781,0.13,11090.0,235.0,8.796,0.141,0.383,95.05,DA massive
WDJ122957.20+025350.50,3700737611158131712,953337638,39627860347982862,187.4883096004662,2.897382513624184,DA,0.99,20.237,0.044,12.715,0.07,11092.0,193.0,8.587,0.093,0.123,103.56,DA massive
WDJ212059.12+052103.38,1738468449204567040,2000005284,39627916828478335,320.246289194784,5.350908558004296,DA,0.99,19.703,-0.097,10.733,0.27,11097.0,233.0,8.586,0.113,0.404,164.32,DA massive
WDJ014646.24+215506.44,98092208318037120,620259573,39628304466052083,26.692572838755744,21.91843789218597,DA,0.99,19.429,0.113,12.439,0.23,11099.0,248.0,8.644,0.119,0.24,94.95,DA massive
WDJ143415.09+334132.54,1287753756527709696,1000515497,39632956397980100,218.5628721220448,33.69230536051378,DA,0.99,20.339,-0.038,11.415,0.07,11115.0,194.0,8.772,0.087,0.129,135.89,DA massive
WDJ153918.79+404045.06,1389950205529889536,1101829674,39633091433597254,234.82825440278552,40.679111225141256,DA,0.99,19.802,0.031,12.714,0.05,11120.0,290.0,9.75,0.193,0.384,-143.09,DA massive
WDJ163817.48+054728.63,4435792539127392256,1204164820,39627927679140884,249.57282782343856,5.791266115493686,DA,1.0,19.548,-0.077,10.967,0.23,11120.0,199.0,8.669,0.099,0.457,95.69,DA massive
WDJ093411.34+002523.47,3841036360014662656,842107976,39627799215997839,143.54727755053375,0.4230147512800365,DA,1.0,19.923,-0.088,12.206,0.09,11127.0,328.0,8.353,0.242,0.382,204.44,DA massive
WDJ223805.62+203216.53,2834765379858317312,2025745145,39628275542132233,339.5233434511386,20.53787079362138,DA,0.99,19.433,0.167,12.663,0.09,11133.0,188.0,8.684,0.081,0.124,172.11,DA massive
WDJ092518.66-012355.48,3838924576134877696,842079604,39627750859867854,141.3277137729162,-1.3987967203232283,DA,0.99,19.875,0.092,11.982,0.07,11133.0,447.0,8.69,0.27,0.55,-109.88,DA massive
WDJ224620.17+275648.08,1884135327362076416,2040087266,39628440793518487,341.5839377765496,27.94666348148379,DA,0.99,19.777,0.222,13.443,0.07,11134.0,344.0,8.823,0.178,0.184,-19.61,DA massive
WDJ153637.99+154259.60,1195342106316028416,1100685770,39628164699264021,234.1581664592221,15.716703662232105,DA,1.0,19.01,-0.082,10.708,0.14,11136.0,205.0,8.655,0.109,0.658,-58.93,DA massive
WDJ162223.06+064917.41,4439714634542742016,1204361197,39627951645399413,245.59600590834444,6.821477649290832,DA,1.0,18.693,0.1,12.416,0.09,11138.0,211.0,8.807,0.104,0.689,171.6,DA massive
WDJ160040.20+033257.69,4424976093489782784,1203967442,39627873299990802,240.16747246134125,3.548920346361436,DA,0.92,20.673,0.15,12.139,0.28,11142.0,435.0,8.578,0.265,0.09,246.33,DA massive
WDJ152425.73-020252.70,4414502901637674496,1103318526,39627740286027552,231.1070974391125,-2.048015919132991,DA,0.99,19.248,-0.043,11.132,0.4,11142.0,178.0,8.793,0.073,0.336,127.54,DA massive
WDJ083654.59+560931.95,1034149303637210752,802311500,39633338524240245,129.22736231132043,56.15884980183481,DA,0.99,19.079,0.13,12.575,0.03,11148.0,238.0,8.824,0.123,0.325,151.89,DA massive
WDJ003956.78+222858.43,2802816252014831104,611553532,39628315408995715,9.986613259524605,22.48283919626627,DA,1.0,18.883,-0.059,11.175,0.11,11150.0,206.0,8.749,0.1,0.716,128.66,DA massive
WDJ151100.76+132103.34,1182621650135880704,1100456058,39628106062890560,227.75311384253772,13.350900859732048,DA,0.93,19.852,0.167,11.548,0.13,11151.0,387.0,8.794,0.249,0.413,127.27,DA massive
WDJ020837.95+034700.43,2518093214875967488,630389850,39627875845935448,32.15801422550739,3.783307238063322,DA,1.0,17.328,0.062,12.439,0.02,11153.0,168.0,8.696,0.057,2.371,153.02,DA massive
WDJ153633.64+405346.77,1389640280690233856,1101825595,39633096001195583,234.13986668181815,40.89648783188768,DA,0.99,17.962,0.088,12.619,0.03,11153.0,169.0,8.662,0.058,0.534,114.98,DA massive
WDJ230829.91+271945.27,2845482216615572480,2053976345,39628424813216657,347.12468435203886,27.329263242560124,DA,0.99,19.853,0.035,11.339,0.24,11154.0,209.0,8.866,0.1,0.182,101.88,DA massive
WDJ210333.82-105800.81,6890126242939910144,1996039564,39627525655104971,315.8909098750256,-10.966928072139618,DA,1.0,19.493,0.064,12.095,0.1,11157.0,305.0,8.544,0.155,0.419,72.46,DA massive
WDJ204250.24-034524.35,6914710120346302464,1997260616,39627699362202555,310.70931992280146,-3.7567836007276103,DA,1.0,19.937,-0.009,12.388,0.13,11161.0,427.0,7.251,0.445,0.353,160.01,DA massive
WDJ181221.67+555446.02,2150106326830834176,1551327579,39633336494199884,273.09030311960186,55.91275345569841,DA,1.0,19.817,-0.083,10.97,0.09,11166.0,218.0,8.503,0.108,0.135,125.3,DA massive
WDJ162430.26+143902.25,4464056172713943040,1204892057,39628141559283976,246.12604075408936,14.650691474537384,DA,1.0,19.718,-0.114,10.685,0.15,11167.0,212.0,8.941,0.102,0.456,6.18,DA massive
WDJ082822.43+710621.70,1121744547459840256,802640159,39633497513527794,127.09352900821304,71.10605208580647,DA,0.99,19.407,0.102,12.068,0.07,11167.0,320.0,8.719,0.198,0.398,-15.8,DA massive
WDJ091753.64+052258.62,579753961427587968,800061798,39627919823210963,139.47341472744282,5.382978471031546,DA,0.99,19.764,-0.092,11.192,0.12,11167.0,209.0,8.572,0.106,0.315,42.23,DA massive
WDJ083309.23+562425.99,1033839859833839488,802306989,39633341879682421,128.28842989405132,56.407194670371105,DA,0.97,19.586,-0.039,9.991,0.19,11173.0,243.0,8.941,0.113,0.462,191.18,DA massive
WDJ232908.45-003456.04,2644269767665684480,2052751100,39627778559051194,352.2852653960136,-0.5822659497670726,DA,0.69,19.353,0.285,10.875,0.17,11180.0,282.0,8.664,0.141,0.489,86.07,DA massive
WDJ160500.12+694608.71,1647071205843287040,1201300737,39633487950513642,241.2504776074749,69.76917999722029,DA,0.99,19.671,0.101,12.451,0.06,11180.0,249.0,8.737,0.117,0.16,54.8,DA massive
WDJ220049.02-094953.67,2617284041468803072,2024209418,39627555635988967,330.20422351058266,-9.831560554948856,DA,1.0,19.901,-0.07,11.528,0.17,11183.0,274.0,8.726,0.133,0.739,154.63,DA massive
WDJ081434.13+433201.63,927983450156777216,801983740,39633139466767824,123.64211015807196,43.53372430607948,DA,0.97,19.756,0.221,12.249,0.11,11186.0,310.0,8.775,0.177,0.396,69.48,DA massive
WDJ130950.59+363805.74,1522363355775245056,950176977,39633015420223727,197.4607069694681,36.63494980889654,DA,0.99,19.357,0.126,11.996,0.06,11188.0,336.0,8.546,0.21,0.621,117.11,DA massive
WDJ174822.01+750701.75,1655805000364913408,1401079248,39633526672329692,267.09184663423025,75.11714914368372,DA,0.99,19.941,0.047,11.595,0.14,11190.0,360.0,8.533,0.216,0.314,185.9,DA massive
WDJ020515.57+042725.62,2518004463672150016,630389142,39627893923388383,31.315117959907404,4.457147280157748,DA,1.0,19.374,-0.039,12.267,0.09,11195.0,203.0,8.003,0.113,0.189,205.83,DA massive
WDJ232335.36+310733.90,2870790534745033728,2054224643,39628509219393160,350.8973558095889,31.126061278263105,DA,0.99,19.624,0.013,11.411,0.3,11199.0,190.0,8.63,0.085,0.176,200.7,DA massive
WDJ080938.09+400038.31,909158814657083392,801818607,39633076153745735,122.40872356628014,40.01066035953044,DA,0.92,19.829,0.232,11.782,0.12,11199.0,230.0,8.505,0.117,0.118,136.25,DA massive
WDJ165220.22+230841.31,4566224064477981696,1309141772,39628335902361113,253.08413063807325,23.144840533337927,DA,0.99,19.676,0.071,11.988,0.14,11200.0,320.0,8.513,0.174,0.435,144.71,DA massive
WDJ150050.25+492031.99,1592143517634429440,1102127246,39633236778813274,225.209352708648,49.34221046305267,DA,1.0,19.808,-0.103,11.433,0.07,11201.0,341.0,8.78,0.16,0.306,148.85,DA massive
WDJ022139.32+301634.89,132163569697582208,620429499,39628483860630016,35.41381346009914,30.27631429342245,DA,1.0,19.186,-0.089,10.894,0.24,11202.0,165.0,8.515,0.054,0.271,125.85,DA massive
WDJ215115.54+035314.07,2696544261301767168,2025064365,39627886830815602,327.8147358810829,3.8871471301825062,DA,0.99,19.779,0.104,13.123,0.08,11204.0,416.0,9.59,0.465,0.328,197.43,DA massive
WDJ194254.72+675659.67,2249324641213279232,1884356847,39633472968462424,295.72830380527796,67.94999381434637,DA,1.0,19.341,-0.092,11.289,0.28,11204.0,189.0,8.683,0.079,0.317,145.0,DA massive
WDJ020053.13-113619.60,2459802983887332352,630034772,39627509087606367,30.221446089553915,-11.60544991961184,DA,1.0,19.717,-0.1,12.25,0.06,11205.0,313.0,7.988,0.22,0.578,97.68,DA massive
WDJ133642.81-003848.74,3662607406900406272,1002548414,39627770032034034,204.1782921513343,-0.6468571597439459,DA,0.99,19.695,0.12,12.345,0.06,11205.0,330.0,8.606,0.198,0.594,269.6,DA massive
WDJ064430.91+773246.46,1139926033081628672,743673301,39633540513533013,101.12871405725096,77.54624152143298,DA,0.95,19.807,0.111,11.032,0.19,11205.0,205.0,8.831,0.098,0.294,102.43,DA massive
WDJ094141.12+433304.37,820032230310502016,840840144,39633139735200888,145.4211424865205,43.55107949986711,DA,1.0,18.682,0.094,12.373,0.02,11207.0,200.0,8.526,0.087,0.512,163.34,DA massive
WDJ134228.40+095203.57,3726177286567826432,1002934752,39628022768206118,205.61820803289345,9.867611291714027,DA,0.97,20.233,0.078,11.711,0.1,11207.0,499.0,9.188,0.306,0.368,26.92,DA massive
WDJ074950.87+685004.14,1096538239097366016,743299931,39633478584633615,117.46192141737622,68.83438974817182,DA,0.97,19.25,0.123,11.194,0.14,11207.0,262.0,8.531,0.141,0.292,119.82,DA massive
WDJ021511.88+160610.66,79262350137484544,620110657,39628167282950717,33.79950029088065,16.102899156799914,DA,0.99,19.828,0.119,12.735,0.23,11209.0,303.0,8.966,0.148,0.265,127.61,DA massive
WDJ151739.46+735904.67,1700674042668803584,1102602109,39633520011775532,229.4140158953192,73.98476456219994,DA,1.0,19.711,-0.044,12.115,0.09,11209.0,271.0,8.627,0.144,0.122,55.25,DA massive
WDJ001002.33+070240.65,2745686555547937792,611096659,39627953595748167,2.509831117155289,7.0446304501415185,DA,0.99,19.358,0.067,12.537,0.11,11211.0,179.0,8.753,0.085,0.08,141.07,DA massive
WDJ114630.22+370839.14,4032749750053886976,903811396,39633024807076762,176.62587549619366,37.14415858715651,DA,0.99,19.938,0.031,12.792,0.05,11212.0,435.0,8.649,0.201,0.235,61.87,DA massive
WDJ163200.51+043050.97,4435225672164204544,1204147061,39627897551455707,248.0020802117753,4.513910696010353,DA,0.99,19.854,0.035,12.534,0.14,11216.0,184.0,8.166,0.076,0.05,128.32,DA massive
WDJ000200.27+003334.55,2738234546771685888,611058823,39627796816855173,0.5013072503228048,0.5595736994012794,DA,0.97,19.916,0.166,12.181,0.14,11217.0,221.0,8.699,0.115,0.101,-89.19,DA massive
WDJ082934.75+012433.12,3077903684644040192,803744068,39636619195583493,127.3947722428194,1.4091186753045797,DA,1.0,18.958,0.077,12.433,0.03,11217.0,221.0,8.867,0.107,0.549,88.27,DA massive
WDJ075708.27+450914.38,926301575323005312,741659563,39633169758029104,119.28448636238842,45.15399180228801,DA,0.99,19.676,-0.073,11.371,0.16,11221.0,189.0,8.738,0.082,0.17,27.67,DA massive
WDJ134622.21+034903.61,3713799396979133440,1002789218,39627878769362143,206.59249522132325,3.8177126680746394,DA,1.0,19.929,-0.1,11.235,0.09,11221.0,371.0,8.962,0.175,0.457,47.76,DA massive
WDJ132620.37+140758.07,3743214562838057984,1003035685,39628129123176601,201.58488361041887,14.132695037053637,DA,0.9,19.954,-0.061,9.49,0.09,11223.0,325.0,8.784,0.161,0.576,154.24,DA massive
WDJ165710.31+080407.06,4441662762990130176,1307778200,39627981768889523,254.29297631722577,8.06870035751524,DA,0.99,19.9,0.221,12.657,0.25,11229.0,417.0,8.656,0.237,0.291,-46.76,DA massive
WDJ223338.03+263437.76,1880905645098185728,2002743100,39628408505765124,338.40841265218046,26.57709703567406,DA,0.98,19.361,0.023,10.82,0.17,11229.0,208.0,8.75,0.092,0.507,130.54,DA massive
WDJ172459.83+223847.93,4568986553083353088,1507290351,39628324892312987,261.24931589606683,22.646618887335784,DA,0.99,19.806,-0.007,12.878,0.1,11230.0,362.0,8.722,0.15,0.246,-0.98,DA massive
WDJ135827.87+413332.52,1498707225664292352,1001000500,39633104800841785,209.616092579914,41.55903163923442,DA,1.0,19.607,0.009,12.347,0.05,11231.0,327.0,8.205,0.184,0.238,105.78,DA massive
WDJ175623.68+245917.89,4580994530029336576,1507649304,39628374779369916,269.0986701334621,24.9882751672217,DA,1.0,19.661,-0.063,11.29,0.18,11231.0,227.0,8.695,0.1,0.426,109.78,DA massive
WDJ232905.37+165126.32,2820694173643661824,2053515231,39628189814753097,352.27235647989556,16.857277511100744,DA,0.99,19.958,0.033,11.518,0.17,11232.0,169.0,8.716,0.06,0.15,25.04,DA massive
WDJ214936.02+240254.17,1795897556430972416,2001406700,39628353661047000,327.39993979961554,24.04823970796362,DA,1.0,19.805,-0.031,12.267,0.2,11235.0,336.0,8.263,0.201,0.234,250.37,DA massive
WDJ082900.70+544435.08,1033597451879126272,802303622,39633317871488191,127.25298594402663,54.74310461054147,DA,1.0,19.361,-0.061,11.267,0.13,11238.0,269.0,8.631,0.114,0.374,72.97,DA massive
WDJ135101.24+492844.90,1510705375721077248,1001116376,39633240532714664,207.755274229514,49.47911616987281,DA,1.0,19.78,-0.011,12.118,0.05,11240.0,419.0,8.683,0.228,0.311,331.74,DA massive
WDJ022213.50-025904.52,2493355027885147648,630222701,39627712846891310,35.55626831063412,-2.9846564447507475,DA,0.99,19.741,0.342,13.161,0.03,11241.0,240.0,8.915,0.132,0.549,211.06,DA massive
WDJ105833.57+372401.43,775186071591153408,900213503,39633029462753686,164.63985676843737,37.400282746969914,DA,1.0,19.454,0.026,12.354,0.04,11242.0,295.0,8.579,0.156,0.361,46.45,DA massive
WDJ162851.44+093052.21,4452554387735178240,1204567025,39628017495968402,247.2142234018359,9.51455781303716,DA,0.99,19.852,0.054,12.591,0.14,11246.0,305.0,7.765,0.249,0.26,175.85,DA massive
WDJ165815.53+363816.00,1339226534389587200,1270525090,39633016187783015,254.56466121346503,36.637711778171145,DA,1.0,19.19,0.023,12.367,0.05,11249.0,244.0,8.23,0.137,0.687,127.69,DA massive
