date,source_id,name,lane,classification,novelty,disposition,journal,provenance
2026-06-01,3459213496818952064,eRASS1 1eRASS J115955.1-394653,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4756545648896550400,eRASS1 1eRASS J055754.7-633951,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5274345115096784896,eRASS1 1eRASS J080450.6-665901,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5334154806761552640,eRASS1 1eRASS J113806.6-614945,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3341999544345258624,eRASS1 1eRASS J055949.3+104912,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5218698492314689664,eRASS1 1eRASS J092636.9-724621,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5519575863533220736,eRASS1 1eRASS J080732.3-460650,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5321368860896992000,eRASS1 1eRASS J082625.0-524836,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4737982074387367040,eRASS1 1eRASS J023102.7-585847,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5222573240011621760,eRASS1 1eRASS J091206.6-700418,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4812608509841325184,eRASS1 1eRASS J050336.3-423840,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4832642230174329088,eRASS1 1eRASS J034254.2-490336,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3589384266113287040,eRASS1 1eRASS J112636.0-113932,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6342358797048816128,eRASS1 1eRASS J195248.1-872256,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5248759277665163520,eRASS1 1eRASS J091202.1-645204,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5284080057910914560,eRASS1 1eRASS J061324.7-662630,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4655762248432042880,eRASS1 1eRASS J043542.8-694236,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5214645829891267584,eRASS1 1eRASS J075400.4-744742,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4956726687214604416,eRASS1 1eRASS J020038.6-423657,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5352251153237550720,eRASS1 1eRASS J103106.1-563112,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4771711934328119552,eRASS1 1eRASS J052944.8-531552,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5418854276231167232,eRASS1 1eRASS J100320.9-411349,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5520115036549985664,eRASS1 1eRASS J081523.1-444652,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5296687848506732288,eRASS1 1eRASS J085926.5-642127,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5226131465792268032,eRASS1 1eRASS J111521.5-732838,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5628388791252782976,eRASS1 1eRASS J085441.2-334948,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4966206191136560512,eRASS1 1eRASS J023218.4-353232,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4853036212364201728,eRASS1 1eRASS J031935.2-394932,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3035353276145285248,eRASS1 1eRASS J073108.7-100024,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_outburst_ZTF_quiet,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5289353281310733696,eRASS1 1eRASS J074649.3-612756,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6236014616536268800,eRASS1 1eRASS J160310.5-244515,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5156184453043419008,eRASS1 1eRASS J031051.3-133406,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4756815201043718784,eRASS1 1eRASS J054729.9-625457,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5215314367321913472,eRASS1 1eRASS J090935.2-772126,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5232556255843992576,eRASS1 1eRASS J102421.7-684900,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5267843500976729984,eRASS1 1eRASS J072639.0-693440,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6168177188630894080,eRASS1 1eRASS J132814.5-334222,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6738849493251012736,eRASS1 1eRASS J192238.1-383611,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5279982551728470400,eRASS1 1eRASS J062548.9-685412,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5205628391433388160,eRASS1 1eRASS J100939.6-744531,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,2906277581769578624,eRASS1 1eRASS J051931.9-300421,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5518166598858566528,eRASS1 1eRASS J074744.7-482558,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5982813753138370304,eRASS1 1eRASS J155121.2-493459,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,2998141473331847936,eRASS1 1eRASS J060616.1-114552,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3417637457477422336,eRASS1 1eRASS J052056.8+252637,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3642961131272426496,eRASS1 1eRASS J142547.1-035923,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3923191426460144896,eRASS1 1eRASS J114838.9+141709,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4676421620938685952,eRASS1 1eRASS J040634.8-620819,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5484846861047192320,eRASS1 1eRASS J064950.0-565545,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,2993086056306989824,eRASS1 1eRASS J061056.4-152054,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3392132047594591104,eRASS1 1eRASS J050515.6+142114,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5736085920829020288,eRASS1 1eRASS J091049.7-115922,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4637749670982749952,eRASS1 1eRASS J013745.5-753752,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4978495883572339584,eRASS1 1eRASS J001829.9-463154,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3568889094495116160,eRASS1 1eRASS J115819.1-153109,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_outburst_ZTF_quiet,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3270743356841765248,eRASS1 1eRASS J033939.6+012149,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5669249185955814400,eRASS1 1eRASS J101141.9-192616,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4662294545804889088,eRASS1 1eRASS J045816.0-654454,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5194753087562091392,eRASS1 1eRASS J073510.7-821513,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4778670159303699328,eRASS1 1eRASS J041531.5-553508,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5086290113773259776,eRASS1 1eRASS J033510.0-240911,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_outburst_ZTF_quiet,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4994783670867889152,eRASS1 1eRASS J000136.3-435343,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,2990751483879475456,eRASS1 1eRASS J055644.7-181744,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4732120994512559360,eRASS1 1eRASS J034923.2-531430,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4788150560876233216,eRASS1 1eRASS J043902.0-474323,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4708335534346692736,eRASS1 1eRASS J002528.2-644202,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5204765962003001472,eRASS1 1eRASS J102551.6-754348,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5495005386415020032,eRASS1 1eRASS J062418.1-580642,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5504298664853363712,eRASS1 1eRASS J071358.2-511542,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5750042155062643072,eRASS1 1eRASS J084153.9-102441,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6031159721800241920,eRASS1 1eRASS J164955.4-292653,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4779206205582737664,eRASS1 1eRASS J042112.8-542530,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5284770448129658496,eRASS1 1eRASS J062350.5-650203,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5374262856315035648,eRASS1 1eRASS J111208.7-475954,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3287957066073043840,eRASS1 1eRASS J045210.4+055942,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4614122609209316608,eRASS1 1eRASS J055821.1-854614,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4925493135280605952,eRASS1 1eRASS J005041.8-505908,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3212985152042613120,eRASS1 1eRASS J050436.6-033806,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4656797026329301888,eRASS1 1eRASS J055037.6-715213,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5284258659839457408,eRASS1 1eRASS J060537.0-660453,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6279266930060481280,eRASS1 1eRASS J143109.0-222959,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5574274952098534272,eRASS1 1eRASS J062707.1-375347,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4674429138367213440,eRASS1 1eRASS J034348.8-614103,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4728472368255090944,eRASS1 1eRASS J030503.4-553703,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5858347387650755840,eRASS1 1eRASS J124829.8-665053,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3706861444250173696,eRASS1 1eRASS J123202.7+035339,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5200940898488873344,eRASS1 1eRASS J103441.4-775810,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3432466600870341760,eRASS1 1eRASS J063037.3+265411,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5295553736620670080,eRASS1 1eRASS J074607.9-565955,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6088043505593272448,eRASS1 1eRASS J131325.6-452256,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4692025237126488192,eRASS1 1eRASS J010022.8-690642,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3176397734397619712,eRASS1 1eRASS J041342.6-142731,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4809992221923571840,eRASS1 1eRASS J050837.2-470517,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3390519240130537216,eRASS1 1eRASS J052125.4+144710,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3491595969683251328,eRASS1 1eRASS J114704.1-245101,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3911100475046513408,eRASS1 1eRASS J113417.7+075546,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4650708102711428736,eRASS1 1eRASS J055932.7-723648,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5279392839841038976,eRASS1 1eRASS J061232.0-700728,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5279656275955803776,eRASS1 1eRASS J060538.2-693459,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5572235147573917952,eRASS1 1eRASS J060752.9-420917,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5777656909289530368,eRASS1 1eRASS J165850.7-772407,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6482924963452562432,eRASS1 1eRASS J204757.9-451301,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_no_timedomain_data_ambiguous,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5138334706400524800,eRASS1 1eRASS J020141.1-183815,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4867079209232741760,eRASS1 1eRASS J044202.7-353601,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6190046028231983232,eRASS1 1eRASS J132625.4-253542,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,4789367548449916032,eRASS1 1eRASS J042250.6-465303,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5820554321108749312,eRASS1 1eRASS J155127.9-680652,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6663145471983908608,eRASS1 1eRASS J192110.7-470329,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,2939737133652498176,eRASS1 1eRASS J062854.4-202454,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,6135458402651501568,eRASS1 1eRASS J125503.5-444040,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5475372575508647680,eRASS1 1eRASS J102459.5-221744,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,3207498451581669376,eRASS1 1eRASS J051607.3-071012,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,2919151729061041408,eRASS1 1eRASS J065401.9-270244,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5302365142438639872,eRASS1 1eRASS J083209.5-594859,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5693424972760942080,eRASS1 1eRASS J081802.6-272330,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5810090337647902208,eRASS1 1eRASS J174056.4-702907,eRASS1-Gaia v2 (X-ray CV/accretor sweep),uncatalogued_low_quality_astrometry,uncatalogued,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
2026-06-01,5113138366657116544,eRASS1 1eRASS J032742.2-142154,eRASS1-Gaia v2 (X-ray CV/accretor sweep),known,known-recovery,,no,/tmp/hunt_runs/erass1_gaia_v2_2026_06_01/candidates.csv
