desig,lane,single,H,a,vidx,lastobs_year,epoch,jd,V,SMAA_3sigma_as,SMIA_3sigma_as,epoch_pass,redflag
2025 LU5,distant,True,5.86,44.86,22.38,2025,2021-01-01,2459215.5,22.933,nan,nan,0,
2025 LR3,distant,True,5.95,44.05,22.39,2025,2005-07-01,2453552.5,22.779,9082.37,141.61,0,
2025 LR3,distant,True,5.95,44.05,22.39,2025,2013-01-01,2456293.5,22.788,4089.7,78.88,0,
2025 LR3,distant,True,5.95,44.05,22.39,2025,2017-07-01,2457935.5,22.66,1942.15,49.93,1,
2025 LR3,distant,True,5.95,44.05,22.39,2025,2021-01-01,2459215.5,22.697,855.29,22.01,1,
2025 ND189,distant,True,5.82,45.42,22.39,2025,2005-07-01,2453552.5,22.604,4675.42,74.69,0,
2025 ND189,distant,True,5.82,45.42,22.39,2025,2013-01-01,2456293.5,22.677,1277.48,46.96,1,
2025 ND189,distant,True,5.82,45.42,22.39,2025,2017-07-01,2457935.5,22.585,864.43,30.1,1,
2025 ND189,distant,True,5.82,45.42,22.39,2025,2021-01-01,2459215.5,22.655,686.93,13.69,1,
2025 MB350,distant,True,5.83,45.42,22.4,2025,2005-07-01,2453552.5,22.944,11638.87,61.22,0,
2025 MB350,distant,True,5.83,45.42,22.4,2025,2013-01-01,2456293.5,23.036,5219.52,36.55,0,
2025 MB350,distant,True,5.83,45.42,22.4,2025,2017-07-01,2457935.5,22.98,2347.04,23.53,1,
2025 MB350,distant,True,5.83,45.42,22.4,2025,2021-01-01,2459215.5,23.046,1086.78,12.61,1,
2025 NW189,distant,True,5.94,44.32,22.41,2025,2005-07-01,2453552.5,22.451,10614.93,42.74,0,
2025 NW189,distant,True,5.94,44.32,22.41,2025,2013-01-01,2456293.5,22.575,4649.98,26.28,0,
2025 NW189,distant,True,5.94,44.32,22.41,2025,2017-07-01,2457935.5,22.576,1776.46,17.15,1,
2025 NW189,distant,True,5.94,44.32,22.41,2025,2021-01-01,2459215.5,22.641,829.06,9.59,1,
2025 MT350,distant,True,6.13,42.84,22.45,2025,2005-07-01,2453552.5,22.683,7191.15,61.26,0,
2025 MT350,distant,True,6.13,42.84,22.45,2025,2013-01-01,2456293.5,22.794,3178.47,36.78,1,
2025 MT350,distant,True,6.13,42.84,22.45,2025,2017-07-01,2457935.5,22.733,1459.1,23.01,1,
2025 MT350,distant,True,6.13,42.84,22.45,2025,2021-01-01,2459215.5,22.814,661.93,12.4,1,
2025 NK190,distant,True,5.83,46.1,22.47,2025,2005-07-01,2453552.5,22.485,6846.33,248.27,0,
2025 NK190,distant,True,5.83,46.1,22.47,2025,2013-01-01,2456293.5,22.654,3056.92,118.56,1,
2025 NK190,distant,True,5.83,46.1,22.47,2025,2017-07-01,2457935.5,22.642,1418.66,74.23,1,
2025 NK190,distant,True,5.83,46.1,22.47,2025,2021-01-01,2459215.5,22.745,680.38,25.84,1,
2025 NZ189,distant,True,6.07,43.93,22.5,2025,2005-07-01,2453552.5,22.124,3077.06,60.45,1,
2025 NZ189,distant,True,6.07,43.93,22.5,2025,2013-01-01,2456293.5,22.209,992.4,42.71,1,
2025 NZ189,distant,True,6.07,43.93,22.5,2025,2017-07-01,2457935.5,22.118,355.59,34.46,1,
2025 NZ189,distant,True,6.07,43.93,22.5,2025,2021-01-01,2459215.5,22.218,169.26,14.26,1,
2004 OL12,distant,True,6.1,43.63,22.5,2004,2005-07-01,2453552.5,22.533,2289.79,9.64,1,
2004 OL12,distant,True,6.1,43.63,22.5,2004,2013-01-01,2456293.5,22.651,58194.17,93.92,0,
2004 OL12,distant,True,6.1,43.63,22.5,2004,2017-07-01,2457935.5,22.584,140056.62,147.08,0,
2004 OL12,distant,True,6.1,43.63,22.5,2004,2021-01-01,2459215.5,22.675,197391.22,180.47,0,
2025 LU2,distant,True,6.19,42.82,22.51,2025,2005-07-01,2453552.5,22.422,3537.68,24.28,1,
2025 LU2,distant,True,6.19,42.82,22.51,2025,2013-01-01,2456293.5,22.515,1566.35,14.81,1,
2025 LU2,distant,True,6.19,42.82,22.51,2025,2017-07-01,2457935.5,22.431,738.64,10.05,1,
2025 LU2,distant,True,6.19,42.82,22.51,2025,2021-01-01,2459215.5,22.512,328.82,5.43,1,
2003 WQ188,distant,True,5.9,46.34,22.56,2004,2005-07-01,2453552.5,22.668,24423.02,130.24,0,
2003 WQ188,distant,True,5.9,46.34,22.56,2004,2013-01-01,2456293.5,22.586,155210.82,6186.55,0,
2003 WQ188,distant,True,5.9,46.34,22.56,2004,2017-07-01,2457935.5,22.698,274299.31,7621.8,0,
2003 WQ188,distant,True,5.9,46.34,22.56,2004,2021-01-01,2459215.5,22.615,448020.0,13818.24,0,
2025 NR189,distant,True,5.97,45.68,22.57,2025,2005-07-01,2453552.5,22.715,6535.23,43.55,0,
2025 NR189,distant,True,5.97,45.68,22.57,2025,2013-01-01,2456293.5,22.843,2970.14,26.01,1,
2025 NR189,distant,True,5.97,45.68,22.57,2025,2017-07-01,2457935.5,22.815,1350.68,17.39,1,
2025 NR189,distant,True,5.97,45.68,22.57,2025,2021-01-01,2459215.5,22.896,651.3,9.43,1,
2025 NR192,distant,True,6.2,43.49,22.58,2025,2005-07-01,2453552.5,22.387,9543.56,38.23,0,
2025 NR192,distant,True,6.2,43.49,22.58,2025,2013-01-01,2456293.5,22.49,4227.82,23.41,0,
2025 NR192,distant,True,6.2,43.49,22.58,2025,2017-07-01,2457935.5,22.452,1767.68,15.37,1,
2025 NR192,distant,True,6.2,43.49,22.58,2025,2021-01-01,2459215.5,22.522,813.68,8.42,1,
2025 NO191,distant,True,6.7,39.16,22.63,2025,2005-07-01,2453552.5,23.137,7119.52,46.92,0,
2025 NO191,distant,True,6.7,39.16,22.63,2025,2013-01-01,2456293.5,23.103,3351.49,29.2,1,
2025 NO191,distant,True,6.7,39.16,22.63,2025,2017-07-01,2457935.5,22.961,1508.45,19.28,1,
2025 NO191,distant,True,6.7,39.16,22.63,2025,2021-01-01,2459215.5,22.962,709.77,10.51,1,
2025 LW3,distant,True,6.14,44.72,22.65,2025,2005-07-01,2453552.5,22.876,2210.09,24.46,1,
2025 LW3,distant,True,6.14,44.72,22.65,2025,2013-01-01,2456293.5,22.967,993.79,14.73,1,
2025 LW3,distant,True,6.14,44.72,22.65,2025,2017-07-01,2457935.5,22.896,470.56,9.69,1,
2025 LW3,distant,True,6.14,44.72,22.65,2025,2021-01-01,2459215.5,22.969,216.51,5.21,1,
2025 LM3,distant,True,6.25,43.78,22.66,2025,2005-07-01,2453552.5,22.644,4056.93,31.23,0,
2025 LM3,distant,True,6.25,43.78,22.66,2025,2013-01-01,2456293.5,22.783,1737.33,18.9,1,
2025 LM3,distant,True,6.25,43.78,22.66,2025,2017-07-01,2457935.5,22.731,788.14,12.71,1,
2025 LM3,distant,True,6.25,43.78,22.66,2025,2021-01-01,2459215.5,22.83,343.47,6.88,1,
2025 LX2,distant,True,6.33,43.06,22.67,2025,2005-07-01,2453552.5,22.798,6835.13,54.04,0,
2025 LX2,distant,True,6.33,43.06,22.67,2025,2013-01-01,2456293.5,22.917,2974.32,33.11,1,
2025 LX2,distant,True,6.33,43.06,22.67,2025,2017-07-01,2457935.5,22.853,1377.27,21.36,1,
2025 LX2,distant,True,6.33,43.06,22.67,2025,2021-01-01,2459215.5,22.941,607.51,11.78,1,
2025 MR349,distant,True,6.24,44.17,22.69,2025,2005-07-01,2453552.5,22.847,6766.73,86.34,0,
2025 MR349,distant,True,6.24,44.17,22.69,2025,2013-01-01,2456293.5,22.924,3112.71,52.01,1,
2025 MR349,distant,True,6.24,44.17,22.69,2025,2017-07-01,2457935.5,22.838,1552.52,31.3,1,
2025 MR349,distant,True,6.24,44.17,22.69,2025,2021-01-01,2459215.5,22.908,724.77,16.97,1,
2025 NB192,distant,True,6.39,42.7,22.69,2025,2005-07-01,2453552.5,22.848,981.71,20.54,1,
2025 NB192,distant,True,6.39,42.7,22.69,2025,2013-01-01,2456293.5,22.917,435.02,12.73,1,
2025 NB192,distant,True,6.39,42.7,22.69,2025,2017-07-01,2457935.5,22.867,188.39,8.52,1,
2025 NB192,distant,True,6.39,42.7,22.69,2025,2021-01-01,2459215.5,22.914,96.94,4.78,1,
2025 NE192,distant,True,6.27,43.97,22.7,2025,2005-07-01,2453552.5,23.002,848.44,25.32,1,
2025 NE192,distant,True,6.27,43.97,22.7,2025,2013-01-01,2456293.5,23.057,390.59,15.64,1,
2025 NE192,distant,True,6.27,43.97,22.7,2025,2017-07-01,2457935.5,23.008,173.93,10.45,1,
2025 NE192,distant,True,6.27,43.97,22.7,2025,2021-01-01,2459215.5,23.045,91.55,5.82,1,
2025 NK192,distant,True,6.35,43.17,22.7,2025,2005-07-01,2453552.5,23.06,7735.18,67.76,0,
2025 NK192,distant,True,6.35,43.17,22.7,2025,2013-01-01,2456293.5,23.137,3512.86,40.01,1,
2025 NK192,distant,True,6.35,43.17,22.7,2025,2017-07-01,2457935.5,23.076,1546.22,25.67,1,
2025 NK192,distant,True,6.35,43.17,22.7,2025,2021-01-01,2459215.5,23.132,730.67,13.38,1,
2025 LL3,distant,True,6.31,43.76,22.72,2025,2005-07-01,2453552.5,22.744,10310.63,41.43,0,
2025 LL3,distant,True,6.31,43.76,22.72,2025,2013-01-01,2456293.5,22.856,4417.95,25.32,0,
2025 LL3,distant,True,6.31,43.76,22.72,2025,2017-07-01,2457935.5,22.791,1967.44,16.99,1,
2025 LL3,distant,True,6.31,43.76,22.72,2025,2021-01-01,2459215.5,22.877,845.8,9.25,1,
2025 NJ190,distant,True,6.39,43.04,22.73,2025,2005-07-01,2453552.5,22.631,3992.07,79.97,0,
2025 NJ190,distant,True,6.39,43.04,22.73,2025,2013-01-01,2456293.5,22.738,1486.27,50.74,1,
2025 NJ190,distant,True,6.39,43.04,22.73,2025,2017-07-01,2457935.5,22.65,729.62,32.53,1,
2025 NJ190,distant,True,6.39,43.04,22.73,2025,2021-01-01,2459215.5,22.74,396.2,16.0,1,
2025 LK2,distant,True,6.35,43.5,22.74,2025,2005-07-01,2453552.5,22.914,2379.09,26.36,1,
2025 LK2,distant,True,6.35,43.5,22.74,2025,2013-01-01,2456293.5,23.016,1065.02,16.13,1,
2025 LK2,distant,True,6.35,43.5,22.74,2025,2017-07-01,2457935.5,22.942,515.02,10.86,1,
2025 LK2,distant,True,6.35,43.5,22.74,2025,2021-01-01,2459215.5,23.023,235.06,5.92,1,
2025 MF350,distant,True,5.96,47.66,22.74,2025,2005-07-01,2453552.5,22.183,14831.12,72.07,0,
2025 MF350,distant,True,5.96,47.66,22.74,2025,2013-01-01,2456293.5,22.403,6107.84,43.36,0,
2025 MF350,distant,True,5.96,47.66,22.74,2025,2017-07-01,2457935.5,22.408,2605.88,27.25,1,
2025 MF350,distant,True,5.96,47.66,22.74,2025,2021-01-01,2459215.5,22.541,1120.45,15.01,1,
2025 LG3,distant,True,6.32,44.04,22.76,2025,2005-07-01,2453552.5,22.91,35166.03,56.68,0,
2025 LG3,distant,True,6.32,44.04,22.76,2025,2013-01-01,2456293.5,22.968,15033.16,35.8,0,
2025 LG3,distant,True,6.32,44.04,22.76,2025,2017-07-01,2457935.5,22.871,6567.55,22.79,0,
2025 LG3,distant,True,6.32,44.04,22.76,2025,2021-01-01,2459215.5,22.932,2724.28,13.04,1,
2004 ER95,distant,True,6.3,44.48,22.78,2004,2005-07-01,2453552.5,23.542,77190.33,33.81,0,
2004 ER95,distant,True,6.3,44.48,22.78,2004,2013-01-01,2456293.5,23.531,1296192.0,193.66,0,
2004 ER95,distant,True,6.3,44.48,22.78,2004,2017-07-01,2457935.5,23.512,2147638.3,807.26,0,
2004 ER95,distant,True,6.3,44.48,22.78,2004,2021-01-01,2459215.5,23.512,3476607.7,800.02,0,
2025 ND193,distant,True,6.4,43.58,22.79,2025,2005-07-01,2453552.5,22.668,4949.6,75.2,0,
2025 ND193,distant,True,6.4,43.58,22.79,2025,2013-01-01,2456293.5,22.778,1562.38,50.71,1,
2025 ND193,distant,True,6.4,43.58,22.79,2025,2017-07-01,2457935.5,22.69,576.19,36.63,1,
2025 ND193,distant,True,6.4,43.58,22.79,2025,2021-01-01,2459215.5,22.78,322.85,16.97,1,
2025 NK194,distant,True,6.21,45.87,22.83,2025,2005-07-01,2453552.5,23.444,9158.23,287.76,0,
2025 NK194,distant,True,6.21,45.87,22.83,2025,2013-01-01,2456293.5,23.438,4258.96,153.27,0,
2025 NK194,distant,True,6.21,45.87,22.83,2025,2017-07-01,2457935.5,23.359,1795.69,104.97,0,
2025 NK194,distant,True,6.21,45.87,22.83,2025,2021-01-01,2459215.5,23.369,871.58,40.49,0,
2025 NO193,distant,True,6.41,43.83,22.83,2025,2005-07-01,2453552.5,22.679,1156.81,26.25,1,
2025 NO193,distant,True,6.41,43.83,22.83,2025,2013-01-01,2456293.5,22.728,538.35,16.4,1,
2025 NO193,distant,True,6.41,43.83,22.83,2025,2017-07-01,2457935.5,22.663,248.23,11.03,1,
2025 NO193,distant,True,6.41,43.83,22.83,2025,2021-01-01,2459215.5,22.707,126.57,6.14,1,
2025 MH387,distant,True,6.16,46.6,22.84,2025,2005-07-01,2453552.5,22.343,nan,nan,0,
2025 MH387,distant,True,6.16,46.6,22.84,2025,2013-01-01,2456293.5,22.435,nan,nan,0,
2025 MH387,distant,True,6.16,46.6,22.84,2025,2017-07-01,2457935.5,22.339,nan,nan,0,
2025 MH387,distant,True,6.16,46.6,22.84,2025,2021-01-01,2459215.5,22.43,nan,nan,0,
2025 YC23,distant,True,6.82,40.09,22.85,2026,2005-07-01,2453552.5,22.742,nan,nan,0,
2025 YC23,distant,True,6.82,40.09,22.85,2026,2013-01-01,2456293.5,22.745,nan,nan,0,
2025 YC23,distant,True,6.82,40.09,22.85,2026,2017-07-01,2457935.5,22.898,nan,nan,0,
2025 YC23,distant,True,6.82,40.09,22.85,2026,2021-01-01,2459215.5,22.862,nan,nan,0,
2002 GU32,distant,True,6.9,39.54,22.87,2002,2005-07-01,2453552.5,22.646,101493.26,9991.29,0,
2002 GU32,distant,True,6.9,39.54,22.87,2002,2013-01-01,2456293.5,22.716,311113.76,118308.64,0,
2002 GU32,distant,True,6.9,39.54,22.87,2002,2017-07-01,2457935.5,22.623,528681.54,210919.01,0,
2002 GU32,distant,True,6.9,39.54,22.87,2002,2021-01-01,2459215.5,22.727,779093.42,230585.42,0,
2025 LC3,distant,True,6.6,42.43,22.88,2025,2005-07-01,2453552.5,22.895,5235.26,74.97,0,
2025 LC3,distant,True,6.6,42.43,22.88,2025,2013-01-01,2456293.5,23.046,2275.07,40.66,1,
2025 LC3,distant,True,6.6,42.43,22.88,2025,2017-07-01,2457935.5,22.994,1080.26,25.38,1,
2025 LC3,distant,True,6.6,42.43,22.88,2025,2021-01-01,2459215.5,23.099,479.7,11.57,1,
2025 NA189,distant,True,6.45,43.94,22.88,2025,2005-07-01,2453552.5,22.623,5455.85,47.96,0,
2025 NA189,distant,True,6.45,43.94,22.88,2025,2013-01-01,2456293.5,22.76,1699.39,31.7,1,
2025 NA189,distant,True,6.45,43.94,22.88,2025,2017-07-01,2457935.5,22.694,500.07,25.49,1,
2025 NA189,distant,True,6.45,43.94,22.88,2025,2021-01-01,2459215.5,22.804,168.17,14.46,1,
2025 LY2,distant,True,6.6,42.46,22.88,2025,2005-07-01,2453552.5,22.837,3157.25,53.58,1,
2025 LY2,distant,True,6.6,42.46,22.88,2025,2013-01-01,2456293.5,23.008,1348.67,31.09,1,
2025 LY2,distant,True,6.6,42.46,22.88,2025,2017-07-01,2457935.5,22.965,637.49,19.55,1,
2025 LY2,distant,True,6.6,42.46,22.88,2025,2021-01-01,2459215.5,23.079,281.14,10.03,1,
2025 LP3,distant,True,6.28,45.73,22.88,2025,2005-07-01,2453552.5,22.532,4449.07,33.51,0,
2025 LP3,distant,True,6.28,45.73,22.88,2025,2013-01-01,2456293.5,22.629,1922.57,20.34,1,
2025 LP3,distant,True,6.28,45.73,22.88,2025,2017-07-01,2457935.5,22.554,870.46,13.76,1,
2025 LP3,distant,True,6.28,45.73,22.88,2025,2021-01-01,2459215.5,22.641,374.93,7.38,1,
2025 NN191,distant,True,6.61,42.51,22.9,2025,2005-07-01,2453552.5,22.89,9685.07,276.02,0,
2025 NN191,distant,True,6.61,42.51,22.9,2025,2013-01-01,2456293.5,22.877,4449.97,149.28,0,
2025 NN191,distant,True,6.61,42.51,22.9,2025,2017-07-01,2457935.5,22.757,2007.71,101.9,1,
2025 NN191,distant,True,6.61,42.51,22.9,2025,2021-01-01,2459215.5,22.781,922.22,40.03,1,
2025 NY189,inner,True,7.46,29.56,22.17,2025,2005-07-01,2453552.5,22.309,28301.1,2113.84,0,
2025 NY189,inner,True,7.46,29.56,22.17,2025,2013-01-01,2456293.5,22.362,14070.97,972.28,0,
2025 NY189,inner,True,7.46,29.56,22.17,2025,2017-07-01,2457935.5,22.2,8403.28,546.76,0,
2025 NY189,inner,True,7.46,29.56,22.17,2025,2021-01-01,2459215.5,22.333,3984.98,179.16,0,
2026 GR20,inner,True,7.79,28.19,22.29,2026,2005-07-01,2453552.5,22.984,nan,nan,0,
2026 GR20,inner,True,7.79,28.19,22.29,2026,2013-01-01,2456293.5,22.669,nan,nan,0,
2026 GR20,inner,True,7.79,28.19,22.29,2026,2017-07-01,2457935.5,22.557,nan,nan,0,
2026 GR20,inner,True,7.79,28.19,22.29,2026,2021-01-01,2459215.5,22.372,nan,nan,0,
2011 FS53,inner,True,13.6,7.62,22.42,2011,2005-07-01,2453552.5,21.951,504506.51,8519.03,0,
2011 FS53,inner,True,13.6,7.62,22.42,2011,2013-01-01,2456293.5,22.803,248322.0,1736.29,0,
2011 FS53,inner,True,13.6,7.62,22.42,2011,2017-07-01,2457935.5,22.146,349536.03,38627.97,0,
2011 FS53,inner,True,13.6,7.62,22.42,2011,2021-01-01,2459215.5,22.181,900819.52,2399.73,0,
2025 MD138,inner,True,7.66,29.95,22.42,2025,2005-07-01,2453552.5,22.544,53506.04,139.79,0,
2025 MD138,inner,True,7.66,29.95,22.42,2025,2013-01-01,2456293.5,22.58,22830.3,95.33,0,
2025 MD138,inner,True,7.66,29.95,22.42,2025,2017-07-01,2457935.5,22.447,11556.13,54.86,0,
2025 MD138,inner,True,7.66,29.95,22.42,2025,2021-01-01,2459215.5,22.58,4634.4,34.25,0,
2003 UC414,inner,True,8.32,26.09,22.48,2003,2005-07-01,2453552.5,23.011,2588.94,21.68,1,
2003 UC414,inner,True,8.32,26.09,22.48,2003,2013-01-01,2456293.5,23.017,40725.39,120.69,0,
2003 UC414,inner,True,8.32,26.09,22.48,2003,2017-07-01,2457935.5,23.012,100203.77,174.41,0,
2003 UC414,inner,True,8.32,26.09,22.48,2003,2021-01-01,2459215.5,22.94,144166.14,217.33,0,
2006 TN147,inner,True,12.15,10.89,22.52,2006,2005-07-01,2453552.5,22.394,6774.48,87.04,0,
2006 TN147,inner,True,12.15,10.89,22.52,2006,2013-01-01,2456293.5,21.948,96713.0,558.81,0,
2006 TN147,inner,True,12.15,10.89,22.52,2006,2017-07-01,2457935.5,22.92,136137.14,165.66,0,
2006 TN147,inner,True,12.15,10.89,22.52,2006,2021-01-01,2459215.5,23.522,125547.44,8.96,0,
2025 NE19,inner,True,11.23,13.6,22.56,2025,2005-07-01,2453552.5,24.235,65520.32,915.42,0,
2025 NE19,inner,True,11.23,13.6,22.56,2025,2013-01-01,2456293.5,24.086,37402.67,667.6,0,
2025 NE19,inner,True,11.23,13.6,22.56,2025,2017-07-01,2457935.5,23.464,27353.7,557.21,0,
2025 NE19,inner,True,11.23,13.6,22.56,2025,2021-01-01,2459215.5,23.108,12930.42,253.72,0,
2025 NX200,inner,True,14.47,6.47,22.58,2025,2005-07-01,2453552.5,23.35,71583.38,200.65,0,
2025 NX200,inner,True,14.47,6.47,22.58,2025,2013-01-01,2456293.5,22.09,106010.0,243.24,0,
2025 NX200,inner,True,14.47,6.47,22.58,2025,2017-07-01,2457935.5,24.113,88491.41,160.14,0,
2025 NX200,inner,True,14.47,6.47,22.58,2025,2021-01-01,2459215.5,23.883,57465.36,319.12,0,
1999 JV127,inner,True,10.4,16.72,22.63,1999,2005-07-01,2453552.5,24.108,3517097.1,21724.62,0,
1999 JV127,inner,True,10.4,16.72,22.63,1999,2013-01-01,2456293.5,23.746,20631310.0,45026.52,0,
1999 JV127,inner,True,10.4,16.72,22.63,1999,2017-07-01,2457935.5,23.182,40006296.0,70695.01,0,
1999 JV127,inner,True,10.4,16.72,22.63,1999,2021-01-01,2459215.5,22.874,63039318.0,68492.18,0,
2005 VB123,inner,True,10.2,17.74,22.69,2005,2005-07-01,2453552.5,23.001,254870.7,4927.01,0,
2005 VB123,inner,True,10.2,17.74,22.69,2005,2013-01-01,2456293.5,22.796,19718123.0,697433.09,0,
2005 VB123,inner,True,10.2,17.74,22.69,2005,2017-07-01,2457935.5,22.986,39285449.0,998030.05,0,
2005 VB123,inner,True,10.2,17.74,22.69,2005,2021-01-01,2459215.5,22.829,63766637.0,1466628.1,0,
2026 EO126,inner,True,8.1,29.85,22.85,2026,2005-07-01,2453552.5,23.501,nan,nan,0,
2026 EO126,inner,True,8.1,29.85,22.85,2026,2013-01-01,2456293.5,23.471,nan,nan,0,
2026 EO126,inner,True,8.1,29.85,22.85,2026,2017-07-01,2457935.5,23.453,nan,nan,0,
2026 EO126,inner,True,8.1,29.85,22.85,2026,2021-01-01,2459215.5,23.445,nan,nan,0,
2012 CN29,inner,True,14.8,6.46,22.9,2012,2005-07-01,2453552.5,24.49,271.11,24.82,0,
2012 CN29,inner,True,14.8,6.46,22.9,2012,2013-01-01,2456293.5,22.0,104.46,11.21,1,
2012 CN29,inner,True,14.8,6.46,22.9,2012,2017-07-01,2457935.5,23.665,214.1,19.96,0,
2012 CN29,inner,True,14.8,6.46,22.9,2012,2021-01-01,2459215.5,24.63,139.65,20.86,0,
2025 NJ191,inner,True,8.26,29.3,22.93,2025,2005-07-01,2453552.5,23.225,30205.6,9448.12,0,
2025 NJ191,inner,True,8.26,29.3,22.93,2025,2013-01-01,2456293.5,23.211,14716.01,4557.53,0,
2025 NJ191,inner,True,8.26,29.3,22.93,2025,2017-07-01,2457935.5,23.0,10848.16,2173.14,0,
2025 NJ191,inner,True,8.26,29.3,22.93,2025,2021-01-01,2459215.5,23.101,6467.82,557.03,0,
2017 FP50,inner,True,15.4,5.69,22.95,2017,2005-07-01,2453552.5,21.709,744.46,25.97,1,
2017 FP50,inner,True,15.4,5.69,22.95,2017,2013-01-01,2456293.5,24.504,130.06,25.23,0,
2017 FP50,inner,True,15.4,5.69,22.95,2017,2017-07-01,2457935.5,21.803,12.38,2.04,1,
2017 FP50,inner,True,15.4,5.69,22.95,2017,2021-01-01,2459215.5,24.161,94.0,4.39,0,
2018 JB15,inner,True,15.19,6.05,23.01,2018,2005-07-01,2453552.5,21.881,34950.0,150.33,0,
2018 JB15,inner,True,15.19,6.05,23.01,2018,2013-01-01,2456293.5,23.652,18548.61,522.08,0,
2018 JB15,inner,True,15.19,6.05,23.01,2018,2017-07-01,2457935.5,22.927,893.41,546.81,1,
2018 JB15,inner,True,15.19,6.05,23.01,2018,2021-01-01,2459215.5,23.381,10063.37,251.21,0,
2015 FM562,inner,True,8.55,27.94,23.01,2015,2005-07-01,2453552.5,23.483,902656.25,12325.41,0,
2015 FM562,inner,True,8.55,27.94,23.01,2015,2013-01-01,2456293.5,24.262,187117.85,369.12,0,
2015 FM562,inner,True,8.55,27.94,23.01,2015,2017-07-01,2457935.5,24.634,175969.56,451.88,0,
2015 FM562,inner,True,8.55,27.94,23.01,2015,2021-01-01,2459215.5,24.842,498194.36,2091.86,0,
1996 RX33,inner,True,9.3,23.87,23.08,1996,2005-07-01,2453552.5,22.567,464279.91,6138.39,0,
1996 RX33,inner,True,9.3,23.87,23.08,1996,2013-01-01,2456293.5,22.759,933316.63,13185.25,0,
1996 RX33,inner,True,9.3,23.87,23.08,1996,2017-07-01,2457935.5,23.091,1070164.8,13760.56,0,
1996 RX33,inner,True,9.3,23.87,23.08,1996,2021-01-01,2459215.5,23.062,1257249.3,17071.73,0,
2019 QR60,inner,True,15.6,5.61,23.09,2019,2005-07-01,2453552.5,22.804,608531.4,26.86,0,
2019 QR60,inner,True,15.6,5.61,23.09,2019,2013-01-01,2456293.5,24.199,308114.63,88.94,0,
2019 QR60,inner,True,15.6,5.61,23.09,2019,2017-07-01,2457935.5,23.254,25771.08,348.64,0,
2019 QR60,inner,True,15.6,5.61,23.09,2019,2021-01-01,2459215.5,22.847,75352.41,30.7,0,
2015 FZ397,inner,True,8.34,29.87,23.09,2015,2005-07-01,2453552.5,24.406,4799171.8,279459.65,0,
2015 FZ397,inner,True,8.34,29.87,23.09,2015,2013-01-01,2456293.5,24.353,1006816.6,15487.93,0,
2015 FZ397,inner,True,8.34,29.87,23.09,2015,2017-07-01,2457935.5,24.338,1029255.0,16693.86,0,
2015 FZ397,inner,True,8.34,29.87,23.09,2015,2021-01-01,2459215.5,24.283,2842337.9,112690.42,0,
2014 PA7,inner,True,15.6,5.65,23.12,2014,2005-07-01,2453552.5,24.665,79.42,1.26,0,
2014 PA7,inner,True,15.6,5.65,23.12,2014,2013-01-01,2456293.5,23.568,15.32,12.45,0,
2014 PA7,inner,True,15.6,5.65,23.12,2014,2017-07-01,2457935.5,23.655,70.77,2.57,0,
2014 PA7,inner,True,15.6,5.65,23.12,2014,2021-01-01,2459215.5,24.923,81.36,1.91,0,
2015 FD490,inner,True,12.34,12.17,23.19,2015,2005-07-01,2453552.5,23.588,326209.56,13877.53,0,
2015 FD490,inner,True,12.34,12.17,23.19,2015,2013-01-01,2456293.5,23.189,153194.09,1087.62,0,
2015 FD490,inner,True,12.34,12.17,23.19,2015,2017-07-01,2457935.5,23.166,212314.25,948.43,0,
2015 FD490,inner,True,12.34,12.17,23.19,2015,2021-01-01,2459215.5,23.281,505522.99,4187.72,0,
2023 BF9,inner,True,10.66,17.93,23.19,2023,2005-07-01,2453552.5,23.137,2793876.9,8186.39,0,
2023 BF9,inner,True,10.66,17.93,23.19,2023,2013-01-01,2456293.5,23.479,833644.52,5527.98,0,
2023 BF9,inner,True,10.66,17.93,23.19,2023,2017-07-01,2457935.5,23.406,201910.65,4641.7,0,
2023 BF9,inner,True,10.66,17.93,23.19,2023,2021-01-01,2459215.5,23.563,25556.75,1817.1,0,
2004 YH32,inner,False,13.11,8.14,22.22,2007,2005-07-01,2453552.5,19.68,0.42,0.19,1,
2004 YH32,inner,False,13.11,8.14,22.22,2007,2013-01-01,2456293.5,24.182,9.27,0.31,0,
2004 YH32,inner,False,13.11,8.14,22.22,2007,2017-07-01,2457935.5,24.43,19.09,0.2,0,
2004 YH32,inner,False,13.11,8.14,22.22,2007,2021-01-01,2459215.5,24.277,30.95,0.18,0,
2006 JG57,inner,False,12.4,9.65,22.24,2007,2005-07-01,2453552.5,20.101,1.36,0.94,1,
2006 JG57,inner,False,12.4,9.65,22.24,2007,2013-01-01,2456293.5,23.326,24.19,0.99,0,
2006 JG57,inner,False,12.4,9.65,22.24,2007,2017-07-01,2457935.5,24.235,50.63,0.55,0,
2006 JG57,inner,False,12.4,9.65,22.24,2007,2021-01-01,2459215.5,24.245,74.59,0.38,0,
10370,inner,False,8.2,24.95,22.17,2010,2005-07-01,2453552.5,21.426,1.35,0.97,1,
10370,inner,False,8.2,24.95,22.17,2010,2013-01-01,2456293.5,21.903,3.26,1.31,1,
10370,inner,False,8.2,24.95,22.17,2010,2017-07-01,2457935.5,21.914,7.44,1.53,1,
10370,inner,False,8.2,24.95,22.17,2010,2021-01-01,2459215.5,22.299,10.96,1.42,1,
